,Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
12862,12863,Alls well that ends well,58.0,1.1.194,HELENA,You go so much backward when you fight.
12863,12864,Alls well that ends well,59.0,1.1.195,PAROLLES,That's for advantage.
12864,12865,Alls well that ends well,60.0,1.1.196,HELENA,"So is running away, when fear proposes the safety,"
12865,12866,Alls well that ends well,60.0,1.1.197,HELENA,but the composition that your valour and fear makes
12866,12867,Alls well that ends well,60.0,1.1.198,HELENA,"in you is a virtue of a good wing, and I like the wear well."
12867,12868,Alls well that ends well,61.0,1.1.199,PAROLLES,"I am so full of businesses, I cannot answer thee"
12868,12869,Alls well that ends well,61.0,1.1.200,PAROLLES,"acutely. I will return perfect courtier, in the"
12869,12870,Alls well that ends well,61.0,1.1.201,PAROLLES,"which, my instruction shall serve to naturalize"
12870,12871,Alls well that ends well,61.0,1.1.202,PAROLLES,"thee, so thou wilt be capable of a courtier's"
12871,12872,Alls well that ends well,61.0,1.1.203,PAROLLES,counsel and understand what advice shall thrust upon
12872,12873,Alls well that ends well,61.0,1.1.204,PAROLLES,"thee, else thou diest in thine unthankfulness, and"
12873,12874,Alls well that ends well,61.0,1.1.205,PAROLLES,thine ignorance makes thee away: farewell. When
12874,12875,Alls well that ends well,61.0,1.1.206,PAROLLES,"thou hast leisure, say thy prayers, when thou hast"
12875,12876,Alls well that ends well,61.0,1.1.207,PAROLLES,"none, remember thy friends, get thee a good husband,"
12876,12877,Alls well that ends well,61.0,1.1.208,PAROLLES,"and use him as he uses thee, so, farewell."
12877,12878,Alls well that ends well,61.0,,PAROLLES,Exit
12878,12879,Alls well that ends well,62.0,1.1.209,HELENA,"Our remedies oft in ourselves do lie,"
12879,12880,Alls well that ends well,62.0,1.1.210,HELENA,Which we ascribe to heaven: the fated sky
12880,12881,Alls well that ends well,62.0,1.1.211,HELENA,"Gives us free scope, only doth backward pull"
12881,12882,Alls well that ends well,62.0,1.1.212,HELENA,Our slow designs when we ourselves are dull.
12882,12883,Alls well that ends well,62.0,1.1.213,HELENA,"What power is it which mounts my love so high,"
12883,12884,Alls well that ends well,62.0,1.1.214,HELENA,"That makes me see, and cannot feed mine eye?"
12884,12885,Alls well that ends well,62.0,1.1.215,HELENA,The mightiest space in fortune nature brings
12885,12886,Alls well that ends well,62.0,1.1.216,HELENA,To join like likes and kiss like native things.
12886,12887,Alls well that ends well,62.0,1.1.217,HELENA,Impossible be strange attempts to those
12887,12888,Alls well that ends well,62.0,1.1.218,HELENA,That weigh their pains in sense and do suppose
12888,12889,Alls well that ends well,62.0,1.1.219,HELENA,What hath been cannot be: who ever strove
12889,12890,Alls well that ends well,62.0,1.1.220,HELENA,"So show her merit, that did miss her love?"
12890,12891,Alls well that ends well,62.0,1.1.221,HELENA,"The king's disease--my project may deceive me,"
12891,12892,Alls well that ends well,62.0,1.1.222,HELENA,But my intents are fix'd and will not leave me.
12892,12893,Alls well that ends well,62.0,,HELENA,Exit
12893,12894,Alls well that ends well,62.0,,HELENA,SCENE II. Paris. The KING's palace.
12894,12895,Alls well that ends well,62.0,,HELENA,"Flourish of cornets. Enter the KING of France, with letters, and divers Attendants"
12895,12896,Alls well that ends well,1.0,1.2.1,KING,"The Florentines and Senoys are by the ears,"
12896,12897,Alls well that ends well,1.0,1.2.2,KING,Have fought with equal fortune and continue
12897,12898,Alls well that ends well,1.0,1.2.3,KING,A braving war.
12898,12899,Alls well that ends well,2.0,1.2.4,First Lord,"So 'tis reported, sir."
12899,12900,Alls well that ends well,3.0,1.2.5,KING,"Nay, 'tis most credible, we here received it"
12900,12901,Alls well that ends well,3.0,1.2.6,KING,"A certainty, vouch'd from our cousin Austria,"
12901,12902,Alls well that ends well,3.0,1.2.7,KING,With caution that the Florentine will move us
12902,12903,Alls well that ends well,3.0,1.2.8,KING,"For speedy aid, wherein our dearest friend"
12903,12904,Alls well that ends well,3.0,1.2.9,KING,Prejudicates the business and would seem
12904,12905,Alls well that ends well,3.0,1.2.10,KING,To have us make denial.
12905,12906,Alls well that ends well,4.0,1.2.11,First Lord,"His love and wisdom,"
12906,12907,Alls well that ends well,4.0,1.2.12,First Lord,"Approved so to your majesty, may plead"
12907,12908,Alls well that ends well,4.0,1.2.13,First Lord,For amplest credence.
12908,12909,Alls well that ends well,5.0,1.2.14,KING,"He hath arm'd our answer,"
12909,12910,Alls well that ends well,5.0,1.2.15,KING,And Florence is denied before he comes:
12910,12911,Alls well that ends well,5.0,1.2.16,KING,"Yet, for our gentlemen that mean to see"
12911,12912,Alls well that ends well,5.0,1.2.17,KING,"The Tuscan service, freely have they leave"
12912,12913,Alls well that ends well,5.0,1.2.18,KING,To stand on either part.
12913,12914,Alls well that ends well,6.0,1.2.19,Second Lord,It well may serve
12914,12915,Alls well that ends well,6.0,1.2.20,Second Lord,"A nursery to our gentry, who are sick"
12915,12916,Alls well that ends well,6.0,1.2.21,Second Lord,For breathing and exploit.
12916,12917,Alls well that ends well,7.0,1.2.22,KING,What's he comes here?
12917,12918,Alls well that ends well,7.0,,KING,"Enter BERTRAM, LAFEU, and PAROLLES"
12918,12919,Alls well that ends well,8.0,1.2.23,First Lord,"It is the Count Rousillon, my good lord,"
12919,12920,Alls well that ends well,8.0,1.2.24,First Lord,Young Bertram.
12920,12921,Alls well that ends well,9.0,1.2.25,KING,"Youth, thou bear'st thy father's face,"
12921,12922,Alls well that ends well,9.0,1.2.26,KING,"Frank nature, rather curious than in haste,"
12922,12923,Alls well that ends well,9.0,1.2.27,KING,Hath well composed thee. Thy father's moral parts
12923,12924,Alls well that ends well,9.0,1.2.28,KING,Mayst thou inherit too! Welcome to Paris.
12924,12925,Alls well that ends well,10.0,1.2.29,BERTRAM,My thanks and duty are your majesty's.
12925,12926,Alls well that ends well,11.0,1.2.30,KING,"I would I had that corporal soundness now,"
12926,12927,Alls well that ends well,11.0,1.2.31,KING,As when thy father and myself in friendship
12927,12928,Alls well that ends well,11.0,1.2.32,KING,First tried our soldiership! He did look far
12928,12929,Alls well that ends well,11.0,1.2.33,KING,Into the service of the time and was
12929,12930,Alls well that ends well,11.0,1.2.34,KING,"Discipled of the bravest: he lasted long,"
12930,12931,Alls well that ends well,11.0,1.2.35,KING,But on us both did haggish age steal on
12931,12932,Alls well that ends well,11.0,1.2.36,KING,And wore us out of act. It much repairs me
12932,12933,Alls well that ends well,11.0,1.2.37,KING,To talk of your good father. In his youth
12933,12934,Alls well that ends well,11.0,1.2.38,KING,He had the wit which I can well observe
12934,12935,Alls well that ends well,11.0,1.2.39,KING,"To-day in our young lords, but they may jest"
12935,12936,Alls well that ends well,11.0,1.2.40,KING,Till their own scorn return to them unnoted
12936,12937,Alls well that ends well,11.0,1.2.41,KING,"Ere they can hide their levity in honour,"
12937,12938,Alls well that ends well,11.0,1.2.42,KING,"So like a courtier, contempt nor bitterness"
12938,12939,Alls well that ends well,11.0,1.2.43,KING,"Were in his pride or sharpness, if they were,"
12939,12940,Alls well that ends well,11.0,1.2.44,KING,"His equal had awaked them, and his honour,"
12940,12941,Alls well that ends well,11.0,1.2.45,KING,"Clock to itself, knew the true minute when"
